domain,status,platform,has_products,product_count,ecom_signals,has_payment
beauty.hotpepper.jp,active,,False,0,0,False
store.epicgames.com,http_403,,False,0,0,False
shop.bet9ja.com,active,,False,0,0,False
shop.gadgetsnow.com,active,,False,0,0,False
shop.samsung.com,timeout,,False,0,0,False
shopx100.pro,dead,,False,0,0,False
store.playstation.com,active_ecommerce,,True,0,2,False
ww3.5movierulz.pet,dead,,False,0,0,False
xpanas.beauty,active,,False,0,0,False
5movierulz.pet,dead,,False,0,0,False
bokepsin.store,active,,False,0,0,False
bokepviral.beauty,dead,,False,0,0,False
boutique.orange.fr,active,,False,0,0,False
goku.watch,timeout,,False,0,0,False
groceries.asda.com,timeout,,False,0,0,False
mlsbd.shop,dead,,False,0,0,False
mlwbd.watch,timeout,,False,0,0,False
shop.aeon.com,http_404,,False,0,0,False
shop.lululemon.com,active,,False,0,0,False
shopshops.live,http_526,,False,0,0,False
soap2day.rs,active,,False,0,0,False
soap2dayto.day,dead,,False,0,0,False
soap2dayx.to,active,,False,0,0,False
store-jp.nintendo.com,active,,False,0,0,False
store.line.me,active,,False,0,0,False
store.tcgplayer.com,active_ecommerce,,True,0,2,True
ww6.5movierulz.pet,timeout,,False,0,0,False
www.marathon.store,active,,False,0,0,False
www.playtamil.shop,timeout,,False,0,0,False
perfume.hammering.work,timeout,,False,0,0,False
1vivo4d.shop,timeout,,False,0,0,False
a-sikat88.shop,active,,False,0,0,False
admin.avec.beauty,timeout,,False,0,0,False
akunjp2.store,timeout,,False,0,0,False
alibaba66.store,active,,False,0,0,False
apvbolso11.shop,active,,False,0,0,False
artificii-shop.ro,timeout,,False,0,0,False
asupan.shop,timeout,,False,0,0,False
avtub.watch,timeout,,False,0,0,False
bokepinfo.store,timeout,,False,0,0,False
bonus138login.shop,timeout,,False,0,0,False
bookep.beauty,timeout,,False,0,0,False
bus.hdabla0v.shop,timeout,,False,0,0,False
buy.icicibank.com,timeout,,False,0,0,False
buy.iciciprulife.com,timeout,,False,0,0,False
buy.moonpay.com,timeout,,False,0,0,False
buy.realme.com,timeout,,False,0,0,False
customer.iciciprulife.com,timeout,,False,0,0,False
customer.ikco.ir,timeout,,False,0,0,False
customer.lichousing.com,timeout,,False,0,0,False
customer.sbiunipay.sbi,timeout,,False,0,0,False
customerapproval.marutisuzuki.com,timeout,,False,0,0,False
customerpanel.ikco.ir,timeout,,False,0,0,False
decoracion.trendencias.com,timeout,,False,0,0,False
doeda7678.shop,timeout,,False,0,0,False
doedazull.shop,timeout,,False,0,0,False
doggy.market,timeout,,False,0,0,False
earn.osiu.shop,timeout,,False,0,0,False
elektroniklengkap.shop,timeout,,False,0,0,False
erigo4dcu.store,timeout,,False,0,0,False
fashionandcomplements.com,timeout,,False,0,0,False
fashionki.com,timeout,,False,0,0,False
favizle.store,timeout,,False,0,0,False
filmyworlds.shop,timeout,,False,0,0,False
funcrot.shop,timeout,,False,0,0,False
futureonline.store,timeout,,False,0,0,False
gacorgunung303.store,timeout,,False,0,0,False
gadget-cafe.jp,timeout,,False,0,0,False
gameserver-store.fazi.rs,timeout,,False,0,0,False
groceries.morrisons.com,timeout,,False,0,0,False
heekea.shop,timeout,,False,0,0,False
idealliss.store,timeout,,False,0,0,False
ideallno.store,timeout,,False,0,0,False
indojavs.shop,timeout,,False,0,0,False
itemmerona.store,timeout,,False,0,0,False
jacketsnewtrend.shop,timeout,,False,0,0,False
jacketssale.shop,timeout,,False,0,0,False
jacketswinsale.shop,timeout,,False,0,0,False
jet77.shop,timeout,,False,0,0,False
jewel999.com,timeout,,False,0,0,False
jewelemas.site,timeout,,False,0,0,False
kantorbola.store,timeout,,False,0,0,False
kutu4dmaxwin.store,timeout,,False,0,0,False
mahajitu.store,timeout,,False,0,0,False
mahjong69.shop,timeout,,False,0,0,False
mart.ecer.com,timeout,,False,0,0,False
matahari88jackpot.store,timeout,,False,0,0,False
mobile-earn.beauty,timeout,,False,0,0,False
monopoly.jewelry,timeout,,False,0,0,False
movieshd.watch,timeout,,False,0,0,False
mpogacortop.store,timeout,,False,0,0,False
musicstore.auone.jp,timeout,,False,0,0,False
musik4dmerdu.store,timeout,,False,0,0,False
mytoto4d.shop,timeout,,False,0,0,False
new6.filepress.store,timeout,,False,0,0,False
nias99.store,timeout,,False,0,0,False
olamovies.beauty,timeout,,False,0,0,False
outlet.asics.com,timeout,,False,0,0,False
pelangi123.store,timeout,,False,0,0,False
perkakas.store,timeout,,False,0,0,False
playbokep.store,timeout,,False,0,0,False
proxxyfilm.shop,timeout,,False,0,0,False
raja100-resmi.beauty,timeout,,False,0,0,False
researchchems.shop,timeout,,False,0,0,False
rtp8000.shop,timeout,,False,0,0,False
seller-area.youcan.shop,timeout,,False,0,0,False
shop.aashirvaad.com,timeout,,False,0,0,False
shop.action.com,timeout,,False,0,0,False
shop.adidas.jp,timeout,,False,0,0,False
shop.advanceautoparts.com,timeout,,False,0,0,False
shop.afternoon-tea.net,timeout,,False,0,0,False
shop.aimerfeel.jp,timeout,,False,0,0,False
shop.akachan.jp,timeout,,False,0,0,False
shop.apotal.de,timeout,,False,0,0,False
shop.autobacs.com,timeout,,False,0,0,False
shop.autoeuro.ru,timeout,,False,0,0,False
shop.axesfemme.com,timeout,,False,0,0,False
shop.bigticket.ae,timeout,,False,0,0,False
shop.cake-cake.net,timeout,,False,0,0,False
shop.compasia.com,timeout,,False,0,0,False
shop.dallascowboys.com,timeout,,False,0,0,False
shop.danawa.com,timeout,,False,0,0,False
shop.deutschepost.de,timeout,,False,0,0,False
shop.doterra.com,timeout,,False,0,0,False
shop.ethnic.pk,timeout,,False,0,0,False
shop.ford.com,timeout,,False,0,0,False
shop.garena.my,timeout,,False,0,0,False
shop.garena.ph,timeout,,False,0,0,False
shop.globomoda.com,timeout,,False,0,0,False
shop.hanshintigers.jp,timeout,,False,0,0,False
shop.happycasastore.it,timeout,,False,0,0,False
shop.hololivepro.com,timeout,,False,0,0,False
shop.lashinbang.com,timeout,,False,0,0,False
shop.lilly.rs,timeout,,False,0,0,False
shop.lillydrogerie.bg,timeout,,False,0,0,False
shop.luvmehair.com,timeout,,False,0,0,False
shop.mattel.com,timeout,,False,0,0,False
shop.mci.ir,timeout,,False,0,0,False
shop.mercatopoli.it,timeout,,False,0,0,False
shop.mikmak.ai,timeout,,False,0,0,False
shop.mts.by,timeout,,False,0,0,False
shop.mts.ru,timeout,,False,0,0,False
shop.newbalance.jp,timeout,,False,0,0,False
shop.nhl.com,timeout,,False,0,0,False
shop.pay1.in,timeout,,False,0,0,False
shop.perpay.com,timeout,,False,0,0,False
shop.prc.jp,timeout,,False,0,0,False
shop.realmadrid.com,timeout,,False,0,0,False
shop.retoura.de,timeout,,False,0,0,False
shop.rewe.de,timeout,,False,0,0,False
shop.silpo.ua,timeout,,False,0,0,False
shop.sosh.fr,timeout,,False,0,0,False
shop.supervalu.ie,timeout,,False,0,0,False
shop.tesla.com,timeout,,False,0,0,False
shop.trulieve.com,timeout,,False,0,0,False
shop.unas.hu,timeout,,False,0,0,False
shop.vivaticket.com,timeout,,False,0,0,False
shop.wwe.com,timeout,,False,0,0,False
shopping.coop.dk,timeout,,False,0,0,False
shopping.mattel.com,timeout,,False,0,0,False
shopping.roposo.com,timeout,,False,0,0,False
shopping.tudoazul.com,timeout,,False,0,0,False
shoppingcart.aliexpress.ru,timeout,,False,0,0,False
shoppinglive.kakao.com,timeout,,False,0,0,False
soap2day.tf,timeout,,False,0,0,False
soaps.sheknows.com,timeout,,False,0,0,False
stockbase.shop,timeout,,False,0,0,False
store-kr.uniqlo.com,timeout,,False,0,0,False
store.401games.ca,timeout,,False,0,0,False
store.acer.com,timeout,,False,0,0,False
store.alpen-group.jp,timeout,,False,0,0,False
store.ankama.com,timeout,,False,0,0,False
store.bricklink.com,timeout,,False,0,0,False
store.creality.com,timeout,,False,0,0,False
store.crunchyroll.com,timeout,,False,0,0,False
store.dji.com,timeout,,False,0,0,False
store.dudooeat.com,timeout,,False,0,0,False
store.fcbarcelona.com,timeout,,False,0,0,False
store.finalfantasyxiv.com,timeout,,False,0,0,False
store.gaijin.net,timeout,,False,0,0,False
store.hpplus.jp,timeout,,False,0,0,False
store.insta360.com,timeout,,False,0,0,False
store.inter.it,timeout,,False,0,0,False
store.kakao.com,timeout,,False,0,0,False
store.liverpoolfc.com,timeout,,False,0,0,False
store.lunarclient.com,timeout,,False,0,0,False
store.manutd.com,timeout,,False,0,0,False
store.movistar.com,timeout,,False,0,0,False
store.nba.com,timeout,,False,0,0,False
store.orderpally.com,timeout,,False,0,0,False
store.plusmember.jp,timeout,,False,0,0,False
store.psg.fr,timeout,,False,0,0,False
store.saneibd.com,timeout,,False,0,0,False
store.standoff2.com,timeout,,False,0,0,False
store.stpr.com,timeout,,False,0,0,False
store.teamterriblegames.com,timeout,,False,0,0,False
store.ubisoft.com,timeout,,False,0,0,False
store.usps.com,timeout,,False,0,0,False
store.wacoal.jp,timeout,,False,0,0,False
store.wom.cl,timeout,,False,0,0,False
store.yoga-lava.com,timeout,,False,0,0,False
store.zyngapoker.com,timeout,,False,0,0,False
storefront.jysk.com,timeout,,False,0,0,False
storejobs.wal-mart.com,timeout,,False,0,0,False
storeops.grofer.io,timeout,,False,0,0,False
stores.aldi.us,timeout,,False,0,0,False
superchat.shop,timeout,,False,0,0,False
upi.sale,timeout,,False,0,0,False
w1.lodycet.store,timeout,,False,0,0,False
wemycema.shop,timeout,,False,0,0,False
wtf3.hdabla0v.shop,timeout,,False,0,0,False
wtf5.hdabla0v.shop,timeout,,False,0,0,False
wtf6.hdabla0v.shop,timeout,,False,0,0,False
www.444.coffee,timeout,,False,0,0,False
www.aeroarmour.store,timeout,,False,0,0,False
www.asupankimochi.shop,timeout,,False,0,0,False
www.dewipetir.shop,timeout,,False,0,0,False
www.diziyou.store,timeout,,False,0,0,False
www.global-info.store,timeout,,False,0,0,False
www.layers.shop,timeout,,False,0,0,False
www.piyamasyadira.store,timeout,,False,0,0,False
www.sattamatka.sale,timeout,,False,0,0,False
www.thenextplanet1.shop,timeout,,False,0,0,False
finite-fashion.com,timeout,,False,0,0,False
m5a7.kasut-bnc.shop,timeout,,False,0,0,False
m5a7.kasut-sbc.shop,timeout,,False,0,0,False
4everercenma.shop,timeout,,False,0,0,False
9xmovies.coffee,timeout,,False,0,0,False
aaaqqq.shop,timeout,,False,0,0,False
agenbokep.store,timeout,,False,0,0,False
allappinc.store,timeout,,False,0,0,False
anwap.shop,timeout,,False,0,0,False
app.sattamatka.sale,timeout,,False,0,0,False
armada88slot.shop,timeout,,False,0,0,False
baranglaris.store,timeout,,False,0,0,False
beautybeauty5.com,timeout,,False,0,0,False
beliori.shop,timeout,,False,0,0,False
bocor88.watch,timeout,,False,0,0,False
boutique.canalplus.com,timeout,,False,0,0,False
boutique.guydemarle.com,timeout,,False,0,0,False
boutique.om.fr,timeout,,False,0,0,False
boutiques.cheque-cadhoc.fr,timeout,,False,0,0,False
bro55vip.shop,timeout,,False,0,0,False
buy.infinitepay.io,timeout,,False,0,0,False
